,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,product_id
3034,O3035,C283,delivered,2017-11-02 18:46:17,2017-11-02 18:55:26,2017-11-07 20:21:17,2017-11-24 17:09:09,2017-12-05 00:00:00,P1700
3035,O3036,C219,delivered,2017-11-20 13:05:07,2017-11-20 13:19:32,2017-11-22 16:52:00,2017-12-06 18:17:07,2017-12-18 00:00:00,P1161
3036,O3037,C64,delivered,2017-12-13 11:49:03,2017-12-13 11:56:19,2017-12-13 23:28:08,2017-12-20 20:59:08,2018-01-31 00:00:00,P1375
3037,O3038,C173,delivered,2017-11-27 00:58:20,2017-11-27 01:12:24,2017-11-28 16:43:03,2017-12-11 17:33:10,2017-12-21 00:00:00,P980
3038,O3039,C601,delivered,2017-02-05 11:58:04,2017-02-05 12:15:23,2017-02-07 15:21:26,2017-02-15 18:12:27,2017-03-03 00:00:00,P532
3039,O3040,C256,delivered,2018-04-23 10:56:50,2018-04-24 18:42:09,2018-04-27 18:54:00,2018-04-30 19:46:37,2018-05-10 00:00:00,P1498
3040,O3041,C504,delivered,2018-03-17 13:39:39,2018-03-17 13:50:34,2018-03-19 18:33:42,2018-03-28 23:03:44,2018-04-13 00:00:00,P734
3041,O3042,C107,delivered,2018-01-31 10:09:09,2018-02-01 03:13:21,2018-02-07 21:07:13,2018-02-23 21:17:41,2018-03-06 00:00:00,P1166
3042,O3043,C55,canceled_before_ship,2018-07-08 22:01:30,2018-07-08 22:15:10,,,2018-07-30 00:00:00,P918
3043,O3044,C801,delivered,2018-06-16 18:30:30,2018-06-16 18:57:28,2018-06-19 13:25:00,2018-06-22 19:48:36,2018-07-12 00:00:00,P869
3044,O3045,C35,delivered,2017-05-08 12:20:41,2017-05-08 13:05:12,2017-05-12 15:27:40,2017-05-17 09:47:53,2017-05-26 00:00:00,P656
3045,O3046,C998,canceled_after_ship,2018-08-02 16:24:47,2018-08-03 02:50:33,2018-08-03 16:39:00,,2018-08-16 00:00:00,P1666
3046,O3047,C308,delivered,2018-01-22 11:39:08,2018-01-22 14:25:59,2018-01-23 23:37:38,2018-01-29 18:41:44,2018-02-15 00:00:00,P342
3047,O3048,C581,delivered,2018-04-19 09:43:15,2018-04-24 18:14:28,2018-04-23 19:32:56,2018-04-26 16:46:37,2018-05-18 00:00:00,P1499
3048,O3049,C941,delivered,2017-11-09 17:37:49,2017-11-09 17:48:17,2017-11-10 21:12:10,2017-11-16 22:19:07,2017-11-30 00:00:00,P483
3049,O3050,C23,delivered,2017-06-09 10:05:46,2017-06-09 13:35:12,2017-06-12 13:05:12,2017-06-19 19:27:43,2017-07-12 00:00:00,P1834
3050,O3051,C603,delivered,2018-05-07 09:31:22,2018-05-08 06:55:22,2018-05-10 12:27:00,2018-05-16 21:55:44,2018-05-28 00:00:00,P236
3051,O3052,C14,delivered,2018-06-24 12:56:24,2018-06-24 13:18:45,2018-06-26 06:54:00,2018-07-04 19:21:38,2018-07-24 00:00:00,P1039
3052,O3053,C471,canceled_before_ship,2017-12-27 09:08:17,2017-12-28 02:33:37,,,2018-01-26 00:00:00,P1054
3053,O3054,C748,delivered,2018-01-22 10:46:14,2018-01-22 14:16:44,2018-01-24 22:38:45,2018-02-05 11:43:00,2018-02-15 00:00:00,P267
3054,O3055,C348,delivered,2018-05-12 20:22:29,2018-05-12 20:36:02,2018-05-14 14:58:00,2018-05-30 22:51:10,2018-06-01 00:00:00,P1264
3055,O3056,C647,canceled_before_ship,2018-08-18 18:56:33,2018-08-21 04:50:15,,,2018-09-10 00:00:00,P1673
3056,O3057,C662,canceled_before_ship,2016-10-04 19:41:32,,,,2016-11-16 00:00:00,P38
3057,O3058,C403,delivered,2018-04-10 10:53:00,2018-04-11 05:50:42,2018-04-11 19:22:28,2018-04-24 15:37:12,2018-05-17 00:00:00,P1344
3058,O3059,C282,delivered,2017-06-28 08:32:54,2017-06-28 21:45:13,2017-06-29 09:51:37,2017-07-18 15:59:48,2017-07-28 00:00:00,P1029
3059,O3060,C231,delivered,2018-05-15 17:08:37,2018-05-15 17:37:35,2018-05-17 15:46:00,2018-05-22 17:42:32,2018-06-25 00:00:00,P981
3060,O3061,C503,delivered,2018-07-18 12:50:40,2018-07-18 13:02:08,2018-07-19 11:50:00,2018-07-25 21:04:48,2018-08-02 00:00:00,P1725
3061,O3062,C54,delivered,2018-06-17 20:32:45,2018-06-17 20:58:36,2018-06-18 14:19:00,2018-06-19 21:33:32,2018-06-28 00:00:00,P1911
3062,O3063,C816,delivered,2018-01-20 19:46:23,2018-01-20 20:00:10,2018-01-26 17:35:18,2018-01-31 16:41:24,2018-02-15 00:00:00,P1090
3063,O3064,C73,delivered,2017-09-26 00:51:00,2017-09-26 01:07:08,2017-09-29 15:19:10,2017-10-28 15:35:59,2017-10-25 00:00:00,P1953
3064,O3065,C799,delivered,2017-12-05 14:32:44,2017-12-05 15:21:26,2017-12-06 18:17:06,2017-12-19 19:18:36,2018-01-04 00:00:00,P436
3065,O3066,C162,delivered,2017-11-15 11:41:07,2017-11-17 03:46:26,2017-11-21 10:19:56,2017-11-27 18:42:48,2017-12-05 00:00:00,P370
3066,O3067,C507,delivered,2018-02-02 15:40:59,2018-02-02 16:00:40,2018-02-05 16:12:07,2018-02-21 10:53:13,2018-03-05 00:00:00,P1424
3067,O3068,C632,delivered,2018-05-06 23:03:13,2018-05-07 16:53:16,2018-05-16 13:44:00,2018-06-04 14:25:36,2018-05-30 00:00:00,P210
3068,O3069,C380,delivered,2018-02-22 13:38:10,2018-02-22 13:55:28,2018-02-22 23:58:49,2018-03-08 23:06:32,2018-03-19 00:00:00,P1263
3069,O3070,C797,delivered,2018-01-30 21:10:13,2018-01-30 21:31:47,2018-02-05 15:51:58,2018-02-22 19:52:40,2018-03-02 00:00:00,P376
3070,O3071,C790,delivered,2017-11-22 09:18:48,2017-11-22 09:30:31,2017-11-24 16:53:20,2017-12-01 21:36:36,2017-12-08 00:00:00,P1659
3071,O3072,C955,delivered,2018-06-20 09:45:24,2018-06-20 10:21:29,2018-06-21 13:07:00,2018-06-26 16:53:41,2018-07-20 00:00:00,P1196
3072,O3073,C874,delivered,2018-02-16 17:54:24,2018-02-17 17:46:47,2018-02-20 23:06:22,2018-03-01 19:38:36,2018-03-13 00:00:00,P438
3073,O3074,C60,delivered,2018-05-08 19:42:13,2018-05-08 20:31:59,2018-05-09 12:39:00,2018-05-16 23:38:52,2018-05-22 00:00:00,P1121
3074,O3075,C190,delivered,2018-05-29 18:09:04,2018-05-29 18:36:45,2018-06-01 10:15:00,2018-06-11 18:13:32,2018-07-05 00:00:00,P394
3075,O3076,C366,delivered,2018-06-25 14:34:45,2018-06-25 14:54:03,2018-06-26 13:05:00,2018-07-05 23:18:44,2018-07-27 00:00:00,P1067
3076,O3077,C422,delivered,2017-06-02 09:35:21,2017-06-02 09:50:10,2017-06-05 09:47:49,2017-06-10 23:19:43,2017-06-27 00:00:00,P1124
3077,O3078,C83,delivered,2017-11-14 10:04:27,2017-11-17 08:47:00,2018-02-26 17:27:15,2018-02-27 18:05:08,2017-11-28 00:00:00,P1489
3078,O3079,C321,delivered,2017-12-11 11:27:52,2017-12-11 11:37:23,2017-12-15 21:54:39,2018-01-05 00:43:00,2018-01-09 00:00:00,P1881
3079,O3080,C640,delivered,2017-11-29 09:12:25,2017-11-29 09:38:59,2017-11-30 01:47:36,2017-12-20 16:18:37,2017-12-22 00:00:00,P1729
3080,O3081,C700,delivered,2017-12-13 14:40:11,2017-12-13 14:56:59,2017-12-14 20:17:16,2017-12-15 19:17:07,2018-01-05 00:00:00,P1794
3081,O3082,C18,delivered,2018-04-24 10:44:01,2018-04-24 18:34:25,2018-04-24 22:07:46,2018-05-02 15:03:24,2018-05-21 00:00:00,P1095
3082,O3083,C840,delivered,2018-06-27 14:04:06,2018-06-28 07:10:20,2018-06-28 11:57:00,2018-07-11 16:03:40,2018-08-13 00:00:00,P1205
3083,O3084,C913,delivered,2017-05-15 11:20:05,2017-05-15 11:30:10,2017-05-19 12:37:53,2017-05-29 11:47:37,2017-06-02 00:00:00,P1636
3084,O3085,C214,canceled_before_ship,2018-06-27 19:51:02,2018-06-27 20:11:41,,,2018-07-12 00:00:00,P140
3085,O3086,C302,canceled_after_ship,2018-08-13 12:36:19,2018-08-13 12:50:22,2018-08-15 14:46:00,,2018-08-29 00:00:00,P1370
3086,O3087,C225,delivered,2017-08-26 19:56:13,2017-08-29 04:30:22,2017-09-01 19:11:57,2017-09-08 18:47:42,2017-09-27 00:00:00,P1807
3087,O3088,C467,delivered,2018-04-03 18:21:15,2018-04-03 18:35:11,2018-04-05 18:50:59,2018-04-14 10:06:44,2018-05-02 00:00:00,P339
3088,O3089,C756,delivered,2018-03-03 09:57:04,2018-03-05 14:20:25,2018-03-09 22:24:48,2018-03-21 23:26:46,2018-04-06 00:00:00,P1721
3089,O3090,C72,delivered,2017-12-10 11:29:28,2017-12-10 11:38:23,2017-12-11 19:59:13,2018-01-03 20:58:49,2018-01-15 00:00:00,P455
3090,O3091,C359,delivered,2017-03-18 15:22:19,2017-03-18 15:22:19,2017-03-22 16:58:42,2017-03-29 16:45:13,2017-04-10 00:00:00,P326
3091,O3092,C93,delivered,2018-04-16 21:10:02,2018-04-16 22:10:20,2018-04-20 18:23:26,2018-05-17 20:28:53,2018-05-21 00:00:00,P398
3092,O3093,C560,delivered,2018-01-04 09:29:24,2018-01-04 09:36:28,2018-01-05 21:16:21,2018-01-24 15:44:39,2018-02-01 00:00:00,P193
3093,O3094,C325,delivered,2017-10-30 10:44:32,2017-10-31 12:31:49,2017-11-06 21:32:21,2017-12-01 21:21:12,2017-11-30 00:00:00,P3
3094,O3095,C763,canceled_before_ship,2018-08-21 10:25:18,,,,2018-09-06 00:00:00,P1755
3095,O3096,C202,delivered,2017-12-28 00:26:37,2017-12-28 01:00:33,2018-01-03 21:19:15,2018-01-10 21:10:38,2018-01-29 00:00:00,P1709
3096,O3097,C486,delivered,2018-07-28 19:40:29,2018-07-28 19:50:14,2018-08-09 14:44:00,2018-08-15 14:44:50,2018-08-31 00:00:00,P163
3097,O3098,C539,delivered,2018-08-17 12:41:18,2018-08-17 12:50:14,2018-08-17 13:31:00,2018-08-28 16:24:58,2018-09-03 00:00:00,P1467
3098,O3099,C525,delivered,2017-05-27 00:55:16,2017-05-27 01:22:24,2017-05-30 07:12:21,2017-06-05 15:55:58,2017-06-19 00:00:00,P1038
3099,O3100,C677,delivered,2018-01-13 12:41:19,2018-01-13 13:30:45,2018-01-16 18:52:53,2018-01-25 19:44:03,2018-02-08 00:00:00,P1805
3100,O3101,C440,delivered,2017-11-06 17:21:59,2017-11-07 07:30:38,2017-11-09 15:45:06,2017-11-21 20:57:14,2017-11-28 00:00:00,P901
3101,O3102,C242,delivered,2017-11-26 12:59:04,2017-11-26 13:14:39,2017-11-29 22:46:49,2017-12-11 18:39:37,2017-12-22 00:00:00,P1866
3102,O3103,C361,delivered,2018-05-18 18:46:54,2018-05-18 19:14:43,2018-05-21 13:47:00,2018-06-06 14:12:25,2018-06-05 00:00:00,P1475
3103,O3104,C843,delivered,2017-12-08 17:03:24,2017-12-08 17:14:21,2017-12-12 20:46:50,2017-12-22 16:59:25,2018-01-03 00:00:00,P1837
3104,O3105,C439,delivered,2018-08-06 11:22:17,2018-08-06 11:35:44,2018-08-07 15:18:00,2018-08-14 00:47:33,2018-08-14 00:00:00,P1566
3105,O3106,C562,delivered,2017-09-13 23:13:16,2017-09-15 02:10:49,2017-09-20 11:58:52,2017-10-08 15:40:04,2017-10-04 00:00:00,P1811
3106,O3107,C585,delivered,2017-05-23 08:18:32,2017-05-23 08:30:20,2017-05-23 15:29:50,2017-06-02 12:09:23,2017-06-16 00:00:00,P631
3107,O3108,C690,delivered,2018-03-22 17:11:15,2018-03-23 02:27:59,2018-03-24 01:58:49,2018-03-27 13:42:30,2018-04-04 00:00:00,P1158
3108,O3109,C275,delivered,2017-09-18 23:11:47,2017-09-19 23:15:18,2017-09-21 10:03:00,2017-09-22 19:22:41,2017-10-04 00:00:00,P1346
3109,O3110,C230,delivered,2018-02-04 21:43:29,2018-02-06 03:35:28,2018-02-06 18:35:57,2018-02-28 15:45:14,2018-03-12 00:00:00,P991
3110,O3111,C985,delivered,2018-06-03 10:28:43,2018-06-03 10:50:00,2018-06-04 10:15:00,2018-06-12 21:07:09,2018-07-13 00:00:00,P1890
3111,O3112,C25,delivered,2017-09-12 20:38:53,2017-09-12 20:50:13,2017-09-13 20:33:18,2017-09-18 16:48:15,2017-09-22 00:00:00,P1960
3112,O3113,C176,delivered,2018-04-13 20:57:58,2018-04-13 21:09:46,2018-04-18 22:12:36,2018-04-19 22:28:49,2018-04-25 00:00:00,P1065
3113,O3114,C92,delivered,2018-07-17 10:27:37,2018-07-17 10:41:17,2018-07-17 13:32:00,2018-07-25 00:03:20,2018-08-15 00:00:00,P696
3114,O3115,C989,delivered,2017-12-06 00:06:51,2017-12-06 00:18:32,2017-12-08 19:42:31,2017-12-22 00:37:11,2018-01-02 00:00:00,P443
3115,O3116,C579,delivered,2018-05-11 09:58:44,2018-05-11 10:17:48,2018-05-11 13:37:00,2018-05-17 22:05:48,2018-06-06 00:00:00,P1901
3116,O3117,C947,delivered,2017-11-25 08:05:08,2017-11-25 08:16:33,2017-11-29 00:51:27,2017-12-08 16:57:45,2017-12-11 00:00:00,P557
3117,O3118,C531,delivered,2017-06-15 17:52:57,2017-06-15 18:05:19,2017-06-16 11:07:04,2017-06-19 13:54:02,2017-07-06 00:00:00,P297
3118,O3119,C408,delivered,2018-07-11 15:45:51,2018-07-11 16:06:24,2018-08-01 14:02:00,2018-08-05 11:42:39,2018-08-01 00:00:00,P1579
3119,O3120,C354,delivered,2017-10-21 12:35:40,2017-10-21 12:49:21,2017-10-23 18:58:06,2017-10-26 20:32:43,2017-11-09 00:00:00,P1590
3120,O3121,C583,delivered,2016-10-05 17:11:49,2016-10-06 15:54:57,2016-10-30 15:14:54,2016-10-31 21:41:43,2016-11-29 00:00:00,P276
3121,O3122,C52,canceled_before_ship,2017-08-05 16:00:56,2017-08-05 16:15:16,,,2017-08-30 00:00:00,P861
3122,O3123,C973,delivered,2018-01-14 22:46:04,2018-01-14 22:56:20,2018-02-07 18:38:50,2018-02-16 21:46:42,2018-02-08 00:00:00,P1785
3123,O3124,C899,delivered,2017-01-17 18:57:58,2017-01-17 19:10:11,2017-01-26 11:53:35,2017-01-31 12:22:42,2017-02-15 00:00:00,P96
3124,O3125,C824,delivered,2018-01-31 10:22:57,2018-01-31 13:44:42,2018-02-02 20:34:01,2018-02-14 21:53:18,2018-02-22 00:00:00,P1459
3125,O3126,C327,delivered,2017-08-28 18:04:17,2017-08-28 18:15:14,2017-08-30 19:42:07,2017-09-04 16:06:53,2017-09-14 00:00:00,P1030
3126,O3127,C329,delivered,2017-12-12 17:52:38,2017-12-12 18:10:52,2017-12-13 21:45:48,2017-12-28 15:53:05,2018-01-12 00:00:00,P19
3127,O3128,C154,delivered,2018-01-07 14:08:32,2018-01-07 14:47:19,2018-01-09 16:08:07,2018-01-11 21:05:33,2018-02-06 00:00:00,P973
3128,O3129,C6,delivered,2017-09-05 12:48:49,2017-09-05 13:03:38,2017-09-06 13:30:08,2017-09-13 14:58:56,2017-11-06 00:00:00,P802
3129,O3130,C197,delivered,2018-03-09 08:23:05,2018-03-10 03:50:31,2018-03-20 17:16:46,2018-03-23 15:06:51,2018-04-05 00:00:00,P1157
3130,O3131,C180,delivered,2018-05-08 13:37:09,2018-05-09 13:34:56,2018-05-09 14:30:00,2018-05-18 21:06:15,2018-05-28 00:00:00,P798
3131,O3132,C286,delivered,2018-04-26 14:56:40,2018-04-27 03:10:37,2018-04-27 14:10:00,2018-05-03 21:28:50,2018-05-24 00:00:00,P1024
3132,O3133,C957,delivered,2018-02-18 21:52:42,2018-02-18 22:55:28,2018-03-14 21:37:33,2018-04-02 16:12:35,2018-03-12 00:00:00,P967
3133,O3134,C529,delivered,2018-03-07 14:50:20,2018-03-07 15:10:05,2018-03-12 16:48:42,2018-03-16 19:51:00,2018-03-23 00:00:00,P1388
3134,O3135,C954,delivered,2018-03-02 09:30:33,2018-03-03 02:49:32,2018-03-05 17:17:23,2018-03-12 21:52:44,2018-03-26 00:00:00,P1290
3135,O3136,C960,delivered,2017-12-20 04:52:44,2017-12-20 05:54:23,2017-12-20 20:38:52,2018-01-04 21:27:01,2018-01-09 00:00:00,P265
3136,O3137,C607,delivered,2017-12-26 15:58:42,2017-12-27 15:53:26,2018-01-02 21:09:21,2018-01-15 20:48:34,2018-01-22 00:00:00,P1304
3137,O3138,C317,canceled_after_ship,2018-01-20 15:47:45,2018-01-20 16:00:35,2018-01-30 18:22:41,,2018-02-19 00:00:00,P542
3138,O3139,C612,delivered,2018-08-14 19:39:04,2018-08-14 19:50:22,2018-08-16 13:08:00,2018-08-24 00:06:59,2018-09-12 00:00:00,P197
3139,O3140,C320,delivered,2017-11-14 11:33:24,2017-11-14 11:50:41,2017-11-17 21:52:55,2017-11-28 01:40:39,2017-12-07 00:00:00,P1103
3140,O3141,C659,delivered,2018-08-06 10:11:21,2018-08-06 15:04:43,2018-08-09 09:57:00,2018-08-14 19:18:48,2018-08-20 00:00:00,P232
3141,O3142,C104,delivered,2017-05-27 11:19:04,2017-05-27 11:25:20,2017-05-29 12:57:45,2017-05-30 06:17:13,2017-06-09 00:00:00,P740
3142,O3143,C803,delivered,2018-03-20 15:06:42,2018-03-20 15:29:41,2018-03-21 19:11:49,2018-03-28 20:38:34,2018-04-13 00:00:00,P469
3143,O3144,C301,delivered,2017-11-14 16:57:27,2017-11-14 17:15:24,2017-11-16 22:19:02,2017-11-21 17:21:59,2017-12-07 00:00:00,P1869
3144,O3145,C435,delivered,2018-03-12 09:48:20,2018-03-12 10:15:50,2018-03-13 23:35:42,2018-03-17 17:40:36,2018-04-10 00:00:00,P1993
3145,O3146,C807,delivered,2018-01-29 09:59:36,2018-01-30 03:39:03,2018-02-06 23:49:39,2018-02-15 17:31:02,2018-03-02 00:00:00,P1849
3146,O3147,C688,delivered,2017-04-28 18:25:16,2017-04-29 06:35:39,2017-05-09 12:12:37,2017-05-24 22:29:30,2017-06-06 00:00:00,P1559
3147,O3148,C994,canceled_after_ship,2018-04-11 12:34:56,2018-04-12 12:31:56,2018-04-12 23:48:32,,2018-05-16 00:00:00,P1632
3148,O3149,C784,delivered,2018-03-26 18:01:40,2018-03-26 18:15:21,2018-03-27 23:44:00,2018-04-06 20:16:44,2018-04-19 00:00:00,P1414
3149,O3150,C395,delivered,2018-02-28 19:46:26,2018-03-01 02:48:26,2018-03-08 16:31:10,2018-03-19 23:46:25,2018-03-15 00:00:00,P1776
3150,O3151,C70,delivered,2017-11-27 11:05:58,2017-11-27 11:35:23,2017-12-04 20:33:08,2017-12-22 02:18:51,2018-01-05 00:00:00,P1744
3151,O3152,C545,delivered,2018-05-08 14:09:32,2018-05-08 14:30:07,2018-05-08 15:18:00,2018-05-16 19:16:40,2018-05-28 00:00:00,P1043
3152,O3153,C630,delivered,2017-10-07 10:38:35,2017-10-07 10:49:22,2017-10-09 20:22:13,2017-10-13 17:04:02,2017-10-25 00:00:00,P1752
3153,O3154,C906,canceled_before_ship,2017-10-08 11:39:39,2017-10-08 11:56:11,,,2017-11-09 00:00:00,P1382
3154,O3155,C112,delivered,2017-09-05 11:07:35,2017-09-05 11:24:17,2017-09-05 17:32:30,2017-09-15 17:42:19,2017-09-29 00:00:00,P849
3155,O3156,C135,delivered,2018-08-06 13:26:46,2018-08-06 13:44:22,2018-08-06 15:16:00,2018-08-15 14:28:29,2018-08-15 00:00:00,P558
3156,O3157,C334,delivered,2018-01-30 16:16:45,2018-02-01 03:13:28,2018-02-01 18:48:33,2018-02-14 19:43:24,2018-02-21 00:00:00,P1609
3157,O3158,C599,delivered,2017-12-02 20:09:30,2017-12-02 20:19:22,2017-12-18 22:28:26,2017-12-26 22:32:46,2017-12-29 00:00:00,P1126
3158,O3159,C786,delivered,2017-12-17 01:00:48,2017-12-17 01:13:31,2017-12-19 23:04:45,2017-12-22 22:28:50,2018-01-24 00:00:00,P1861
3159,O3160,C728,delivered,2017-10-03 21:30:44,2017-10-03 21:49:42,2017-10-04 21:34:10,2017-10-05 22:02:40,2017-10-19 00:00:00,P881
3160,O3161,C512,canceled_before_ship,2018-02-26 14:09:33,2018-02-27 12:50:35,,,2018-03-26 00:00:00,P761
3161,O3162,C765,delivered,2017-12-23 18:41:40,2017-12-27 04:14:37,2017-12-27 19:18:50,2018-01-09 15:44:23,2018-01-15 00:00:00,P1787
3162,O3163,C537,delivered,2018-01-21 17:28:33,2018-01-22 13:55:17,2018-01-25 15:52:54,2018-01-29 17:13:54,2018-02-14 00:00:00,P637
3163,O3164,C111,delivered,2018-04-15 11:59:06,2018-04-15 12:15:24,2018-04-17 03:34:43,2018-04-20 20:08:41,2018-05-04 00:00:00,P266
3164,O3165,C696,delivered,2017-11-24 23:12:50,2017-11-25 02:14:56,2017-11-27 17:58:42,2017-12-11 22:19:06,2017-12-19 00:00:00,P1891
3165,O3166,C641,delivered,2017-08-07 16:45:26,2017-08-07 17:23:06,2017-08-08 17:36:07,2017-08-15 19:03:22,2017-08-29 00:00:00,P1083
3166,O3167,C602,delivered,2018-05-02 23:21:16,2018-05-03 00:50:16,2018-05-03 18:59:00,2018-05-04 22:03:20,2018-05-18 00:00:00,P508
3167,O3168,C241,canceled_after_ship,2017-07-14 13:10:50,2017-07-14 13:24:16,2017-07-14 23:29:34,,2017-08-07 00:00:00,P1321
3168,O3169,C138,canceled_before_ship,2018-05-19 20:15:00,2018-05-20 01:00:13,,,2018-06-06 00:00:00,P1806
3169,O3170,C8,delivered,2017-08-23 13:58:50,2017-08-25 03:05:30,2017-08-28 17:58:15,2017-09-04 21:15:12,2017-09-19 00:00:00,P104
3170,O3171,C907,delivered,2018-06-15 19:24:37,2018-06-15 19:42:30,2018-06-20 14:56:00,2018-07-10 18:07:42,2018-07-11 00:00:00,P293
3171,O3172,C339,delivered,2017-11-06 20:23:42,2017-11-07 04:31:43,2017-11-07 17:35:03,2017-11-13 20:58:25,2017-11-24 00:00:00,P1169
3172,O3173,C109,delivered,2018-03-30 16:27:56,2018-03-30 16:35:12,2018-04-03 21:04:16,2018-04-13 23:28:32,2018-04-25 00:00:00,P1782
3173,O3174,C475,delivered,2018-04-13 07:50:12,2018-04-13 13:31:37,2018-04-17 18:11:57,2018-04-19 18:42:45,2018-05-11 00:00:00,P44
3174,O3175,C258,delivered,2018-02-20 10:33:58,2018-02-22 02:30:55,2018-02-22 17:53:12,2018-03-02 20:48:32,2018-03-14 00:00:00,P1753
3175,O3176,C623,delivered,2018-08-05 14:47:02,2018-08-05 15:04:23,2018-08-06 15:05:00,2018-08-07 20:32:43,2018-08-09 00:00:00,P1465
3176,O3177,C460,delivered,2018-01-31 17:08:13,2018-02-01 02:56:12,2018-02-06 00:58:45,2018-02-27 21:22:33,2018-02-22 00:00:00,P1758
3177,O3178,C171,delivered,2018-08-07 08:40:31,2018-08-07 08:50:16,2018-08-13 12:42:00,2018-08-14 17:51:20,2018-08-10 00:00:00,P1965
3178,O3179,C649,delivered,2018-08-02 12:29:52,2018-08-02 13:15:26,2018-08-03 13:39:00,2018-08-07 11:12:07,2018-08-14 00:00:00,P1857
3179,O3180,C752,delivered,2017-08-04 03:06:27,2017-08-04 03:23:40,2017-08-08 20:34:38,2017-08-09 18:34:17,2017-08-17 00:00:00,P1113
3180,O3181,C51,delivered,2017-11-29 23:02:28,2017-11-29 23:18:01,2017-12-02 15:38:57,2018-01-08 20:54:56,2017-12-29 00:00:00,P863
3181,O3182,C97,delivered,2017-11-08 12:09:31,2017-11-08 12:30:56,2017-11-08 17:56:47,2017-11-22 14:57:19,2017-12-06 00:00:00,P1877
3182,O3183,C946,delivered,2018-07-27 21:30:56,2018-07-27 22:15:12,2018-07-30 12:24:00,2018-08-02 18:46:49,2018-08-15 00:00:00,P1613
3183,O3184,C837,delivered,2018-08-07 18:45:30,2018-08-09 04:05:17,2018-08-09 14:25:00,2018-08-16 15:53:45,2018-08-23 00:00:00,P1690
3184,O3185,C209,delivered,2018-05-31 15:31:29,2018-05-31 15:51:47,2018-06-04 14:33:00,2018-06-06 15:07:03,2018-06-19 00:00:00,P1176
3185,O3186,C587,delivered,2017-12-15 23:05:43,2017-12-15 23:16:26,2017-12-18 16:23:01,2018-01-05 23:58:57,2018-01-12 00:00:00,P1964
3186,O3187,C453,delivered,2018-01-18 11:21:37,2018-01-18 11:37:16,2018-01-18 23:35:03,2018-02-03 00:42:49,2018-02-16 00:00:00,P338
3187,O3188,C224,delivered,2017-12-27 21:34:00,2017-12-27 21:46:55,2017-12-28 18:16:00,2018-01-05 00:25:33,2018-01-16 00:00:00,P1291
3188,O3189,C243,delivered,2017-09-10 07:09:18,2017-09-12 04:45:44,2017-09-12 12:28:04,2017-09-19 18:11:22,2017-09-27 00:00:00,P957
3189,O3190,C764,delivered,2018-05-16 13:29:40,2018-05-16 13:59:36,2018-05-17 12:25:00,2018-05-22 17:06:33,2018-06-19 00:00:00,P296
3190,O3191,C811,delivered,2017-12-30 13:46:14,2017-12-30 13:54:24,2018-01-02 21:23:21,2018-01-10 21:18:27,2018-01-29 00:00:00,P291
3191,O3192,C445,delivered,2018-01-11 18:05:35,2018-01-11 18:17:34,2018-01-12 15:34:00,2018-01-18 21:13:54,2018-02-06 00:00:00,P949
3192,O3193,C16,canceled_before_ship,2017-12-19 23:00:42,2017-12-21 02:11:55,,,2018-01-24 00:00:00,P1919
3193,O3194,C478,delivered,2017-07-26 20:49:07,2017-07-27 16:03:24,2017-08-01 21:21:44,2017-08-03 16:52:28,2017-08-08 00:00:00,P11
3194,O3195,C968,delivered,2017-12-05 14:10:07,2017-12-06 12:51:11,2017-12-07 18:57:57,2017-12-09 14:07:07,2017-12-28 00:00:00,P1495
3195,O3196,C324,delivered,2017-08-30 14:24:18,2017-09-01 02:25:03,2017-09-01 20:41:57,2017-09-11 18:30:46,2017-09-28 00:00:00,P457
3196,O3197,C996,delivered,2018-03-15 17:33:38,2018-03-15 17:55:43,2018-03-27 23:24:51,2018-04-05 21:14:34,2018-04-24 00:00:00,P1143
3197,O3198,C945,canceled_after_ship,2018-02-19 06:54:22,2018-02-20 06:46:31,2018-02-20 20:12:58,,2018-03-15 00:00:00,P1298
3198,O3199,C918,delivered,2017-11-12 18:56:02,2017-11-12 19:10:39,2017-11-16 17:19:33,2017-11-27 20:16:49,2017-12-08 00:00:00,P148
3199,O3200,C712,delivered,2018-04-25 10:52:10,2018-04-25 11:09:03,2018-05-02 11:19:00,2018-05-07 20:12:24,2018-06-05 00:00:00,P1809
3200,O3201,C430,delivered,2017-03-04 10:37:13,2017-03-04 10:45:14,2017-03-08 17:26:08,2017-03-14 15:51:50,2017-03-23 00:00:00,P207
3201,O3202,C495,delivered,2018-07-19 18:32:43,2018-07-19 18:43:09,2018-07-23 06:05:00,2018-07-25 20:48:51,2018-08-20 00:00:00,P1506
3202,O3203,C274,delivered,2017-04-28 16:28:03,2017-04-29 02:42:51,2017-05-09 14:06:48,2017-09-19 13:54:18,2017-05-30 00:00:00,P167
3203,O3204,C367,delivered,2017-12-11 23:10:16,2017-12-11 23:36:06,2017-12-13 19:34:56,2017-12-28 20:28:50,2018-01-10 00:00:00,P227
3204,O3205,C114,delivered,2018-04-07 13:26:51,2018-04-09 19:29:41,2018-04-14 14:23:43,2018-04-17 21:36:46,2018-05-04 00:00:00,P180
