,Unnamed: 0,customer_id,total_order,s_order,r_order,c_order,credit_payment,emi_payment,cod_payment,price_range_one,price_range_two,price_range_three,last_three_month_order,last_six_month_order,last_one_year_order,order_score,payment_score,product_score,total_score,loan_amount,interest
2596,2596,C2597,12,5,5,2,4,1,0,3,1,1,2,4,4,-1.666666667,18,32,48.33333333,2000,12
2597,2597,C2598,3,1,0,2,1,0,0,0,1,0,0,1,1,0,20,40,60,3000,8
2598,2598,C2599,4,3,0,1,2,0,1,0,2,1,1,1,1,12.5,20,46.66666667,79.16666667,3500,8
2599,2599,C2600,6,5,0,1,3,0,2,0,1,4,1,4,5,15,20,56,91,4500,8
2600,2600,C2601,9,0,6,3,0,0,0,0,0,0,0,0,0,-16.66666667,0,56,39.33333333,1500,14
2601,2601,C2602,21,2,6,13,2,0,0,2,0,0,0,2,2,-10,20,20,30,1500,14
2602,2602,C2603,36,6,29,1,3,3,0,3,1,2,2,4,6,-13.05555556,15,36.66666667,38.61111111,1500,14
2603,2603,C2604,2,1,0,1,1,0,0,1,0,0,1,1,1,5,20,20,45,2000,14
2604,2604,C2605,28,7,0,21,5,0,2,1,3,3,3,6,7,-2.5,20,45.71428571,63.21428571,3000,8
2605,2605,C2606,44,15,25,4,15,0,0,8,1,6,6,14,15,-5.454545455,20,37.33333333,51.87878788,2500,12
2606,2606,C2607,25,23,1,1,4,7,12,13,9,1,16,17,21,17.2,16.95652174,29.56521739,63.72173913,3000,8
2607,2607,C2608,28,19,4,5,7,3,9,8,6,5,17,17,18,8.928571429,18.42105263,36.84210526,64.19172932,3000,8
2608,2608,C2609,39,33,3,3,7,4,22,23,6,4,3,33,33,14.61538462,18.78787879,28.48484848,61.88811189,3000,8
2609,2609,C2610,45,43,0,2,5,24,14,28,3,12,38,40,42,18.66666667,14.41860465,32.55813953,65.64341085,3000,8
2610,2610,C2611,46,25,7,14,24,1,0,23,2,0,11,12,17,4.782608696,19.6,21.6,45.9826087,2000,14
2611,2611,C2612,9,6,2,1,6,0,0,4,1,1,5,6,6,7.777777778,20,30,57.77777778,2500,8
2612,2612,C2613,24,10,8,6,9,1,0,1,0,9,7,10,10,-0.833333333,19,56,74.16666667,3500,8
2613,2613,C2614,8,5,1,2,3,0,2,0,4,1,2,2,2,7.5,20,44,71.5,3500,8
2614,2614,C2615,12,9,1,2,8,1,0,7,0,2,5,9,9,11.66666667,18.88888889,28.88888889,59.44444444,2500,8
2615,2615,C2616,29,17,10,2,0,1,16,10,1,6,6,9,9,4.137931034,19.41176471,35.29411765,58.84381339,2500,8
2616,2616,C2617,5,4,0,1,1,3,0,0,3,1,2,4,4,14,12.5,45,71.5,3500,8
2617,2617,C2618,19,1,14,4,1,0,0,1,0,0,0,0,1,-15.78947368,20,20,24.21052632,1000,14
2618,2618,C2619,27,21,1,5,5,1,15,14,7,0,2,15,20,12.96296296,19.52380952,26.66666667,59.15343915,2500,8
2619,2619,C2620,3,0,0,3,0,0,0,0,0,0,0,0,0,-10,0,26.66666667,16.66666667,500,14
2620,2620,C2621,36,32,2,2,5,4,23,3,26,3,6,26,27,16.11111111,18.75,40,74.86111111,3500,8
2621,2621,C2622,33,16,0,17,9,3,4,1,13,2,1,13,14,4.545454545,18.125,41.25,63.92045455,3000,8
2622,2622,C2623,21,18,2,1,17,0,1,8,4,6,9,11,16,14.76190476,20,37.77777778,72.53968254,3500,8
2623,2623,C2624,29,27,1,1,23,1,3,24,0,3,22,22,27,17.5862069,19.62962963,24.44444444,61.66028097,3000,8
2624,2624,C2625,48,9,33,6,8,1,0,2,4,3,1,5,6,-11.25,18.88888889,42.22222222,49.86111111,2000,12
2625,2625,C2626,4,0,0,4,0,0,0,0,0,0,0,0,0,-10,0,42.22222222,32.22222222,1500,14
2626,2626,C2627,31,10,20,1,10,0,0,8,1,1,1,2,6,-6.774193548,20,26,39.22580645,1500,14
2627,2627,C2628,48,10,34,4,7,0,3,4,2,4,8,10,10,-10.83333333,20,40,49.16666667,2000,12
2628,2628,C2629,30,6,0,24,6,0,0,0,3,3,0,6,6,-4,20,50,66,3000,8
2629,2629,C2630,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,50,40,2000,14
2630,2630,C2631,22,20,0,2,9,11,0,8,8,4,17,19,19,17.27272727,14.5,36,67.77272727,3000,8
2631,2631,C2632,35,24,0,11,3,4,17,22,1,1,5,5,13,10.57142857,18.33333333,22.5,51.4047619,2500,12
2632,2632,C2633,22,2,2,18,1,1,0,1,0,1,2,2,2,-8.181818182,15,40,46.81818182,2000,14
2633,2633,C2634,46,36,9,1,35,0,1,22,10,4,0,35,35,11.52173913,20,30,61.52173913,3000,8
2634,2634,C2635,33,24,0,9,18,2,4,12,0,12,2,8,20,11.81818182,19.16666667,40,70.98484848,3500,8
2635,2635,C2636,43,5,5,33,4,1,0,3,2,0,1,2,3,-7.674418605,18,28,38.3255814,1500,14
2636,2636,C2637,38,18,10,10,2,2,14,11,4,3,18,18,18,1.578947368,18.88888889,31.11111111,51.57894737,2500,12
2637,2637,C2638,3,2,0,1,2,0,0,2,0,0,1,2,2,10,20,20,50,2500,12
2638,2638,C2639,5,4,0,1,2,1,1,2,0,2,1,3,4,14,17.5,40,71.5,3500,8
2639,2639,C2640,2,1,0,1,0,0,1,0,1,0,0,1,1,5,20,40,65,3000,8
2640,2640,C2641,19,12,0,7,6,3,3,2,7,3,2,12,12,8.947368421,17.5,41.66666667,68.11403509,3000,8
2641,2641,C2642,24,8,1,15,8,0,0,1,0,7,0,4,6,-0.416666667,20,55,74.58333333,3500,8
2642,2642,C2643,20,8,3,9,2,2,4,8,0,0,1,5,6,0.5,17.5,20,38,1500,14
2643,2643,C2644,39,16,22,1,3,3,10,4,4,8,12,16,16,-3.333333333,18.125,45,59.79166667,2500,8
2644,2644,C2645,26,25,0,1,25,0,0,21,3,1,10,16,23,18.84615385,20,24,62.84615385,3000,8
2645,2645,C2646,12,5,6,1,1,3,1,1,2,2,3,4,4,-2.5,14,44,55.5,2500,10
2646,2646,C2647,33,26,0,7,4,7,15,22,4,0,13,15,23,13.63636364,17.30769231,23.07692308,54.02097902,2500,10
2647,2647,C2648,9,0,4,5,0,0,0,0,0,0,0,0,0,-14.44444444,0,23.07692308,8.632478632,0,14
2648,2648,C2649,20,15,0,5,12,3,0,15,0,0,11,11,15,12.5,18,20,50.5,2500,12
2649,2649,C2650,20,17,0,3,13,1,3,14,1,2,17,17,17,15.5,19.41176471,25.88235294,60.79411765,3000,8
2650,2650,C2651,40,8,1,31,1,7,0,8,0,0,5,6,6,-4.25,11.25,20,27,1000,14
2651,2651,C2652,32,21,1,10,9,7,5,3,3,15,5,13,13,9.375,16.66666667,51.42857143,77.4702381,3500,8
2652,2652,C2653,48,32,7,9,13,17,2,8,8,16,11,22,28,8.541666667,14.6875,45,68.22916667,3000,8
2653,2653,C2654,49,41,1,7,11,12,18,12,28,1,37,39,39,14.89795918,17.07317073,34.63414634,66.60527626,3000,8
2654,2654,C2655,43,13,7,23,5,3,5,5,3,5,6,11,13,-2.558139535,17.69230769,40,55.13416816,2500,10
2655,2655,C2656,6,3,1,2,2,1,0,0,3,0,3,3,3,3.333333333,16.66666667,40,60,3000,8
2656,2656,C2657,25,11,1,13,5,0,6,0,5,6,1,2,4,2.8,20,50.90909091,73.70909091,3500,8
2657,2657,C2658,5,3,0,2,0,2,1,1,1,1,1,1,1,8,13.33333333,40,61.33333333,3000,8
2658,2658,C2659,28,26,1,1,12,7,7,24,1,1,17,24,26,17.5,17.30769231,22.30769231,57.11538462,2500,10
2659,2659,C2660,31,24,1,6,5,17,2,16,7,1,16,24,24,12.90322581,12.91666667,27.5,53.31989247,2500,10
2660,2660,C2661,33,31,0,2,24,0,7,5,14,12,22,24,29,18.18181818,20,44.51612903,82.69794721,4000,8
2661,2661,C2662,49,47,0,2,29,4,14,31,15,1,16,18,42,18.7755102,19.14893617,27.23404255,65.15848893,3000,8
2662,2662,C2663,49,18,25,6,3,15,0,5,11,2,2,3,12,-4.081632653,11.66666667,36.66666667,44.25170068,2000,14
2663,2663,C2664,28,9,0,19,3,0,6,5,4,0,9,9,9,-0.357142857,20,28.88888889,48.53174603,2000,12
2664,2664,C2665,46,29,6,11,3,4,22,23,0,6,11,24,27,7.608695652,18.62068966,28.27586207,54.50524738,2500,10
2665,2665,C2666,8,4,1,3,0,3,1,2,2,0,4,4,4,3.75,12.5,30,46.25,2000,14
2666,2666,C2667,5,3,0,2,3,0,0,0,1,2,3,3,3,8,20,53.33333333,81.33333333,4000,8
2667,2667,C2668,34,12,5,17,0,12,0,5,2,5,6,6,6,-0.882352941,10,40,49.11764706,2000,12
2668,2668,C2669,20,18,1,1,11,4,3,10,1,7,1,12,15,16.5,17.77777778,36.66666667,70.94444444,3500,8
2669,2669,C2670,31,25,5,1,17,6,2,17,6,2,4,4,14,12.58064516,17.6,28,58.18064516,2500,8
2670,2670,C2671,48,46,1,1,37,3,6,23,18,5,7,23,27,18.54166667,19.34782609,32.17391304,70.0634058,3500,8
2671,2671,C2672,48,22,5,21,16,0,6,0,9,13,13,22,22,2.708333333,20,51.81818182,74.52651515,3500,8
2672,2672,C2673,31,12,15,4,12,0,0,2,3,7,6,10,10,-3.225806452,20,48.33333333,65.10752688,3000,8
2673,2673,C2674,41,8,17,16,8,0,0,0,4,4,2,8,8,-8.292682927,20,50,61.70731707,3000,8
2674,2674,C2675,49,4,22,23,0,3,1,0,4,0,2,4,4,-12.04081633,12.5,40,40.45918367,2000,14
2675,2675,C2676,31,23,7,1,5,1,17,13,8,2,21,22,23,10,19.56521739,30.43478261,60,3000,8
2676,2676,C2677,33,6,1,26,6,0,0,0,1,5,3,4,6,-4.848484848,20,56.66666667,71.81818182,3500,8
2677,2677,C2678,6,2,0,4,2,0,0,1,1,0,0,0,0,0,20,30,50,2500,12
2678,2678,C2679,12,4,7,1,3,1,0,1,1,2,1,2,4,-5.833333333,17.5,45,56.66666667,2500,10
2679,2679,C2680,9,8,0,1,4,4,0,0,7,1,8,8,8,16.66666667,15,42.5,74.16666667,3500,8
2680,2680,C2681,4,3,0,1,3,0,0,3,0,0,2,3,3,12.5,20,20,52.5,2500,10
2681,2681,C2682,8,0,7,1,0,0,0,0,0,0,0,0,0,-18.75,0,20,1.25,0,14
2682,2682,C2683,32,17,7,8,9,0,8,4,8,5,1,15,15,3.75,20,41.17647059,64.92647059,3000,8
2683,2683,C2684,16,7,3,6,0,0,7,3,4,0,1,5,5,1.25,20,31.42857143,52.67857143,2500,10
2684,2684,C2685,9,3,0,6,3,0,0,0,3,0,1,1,2,0,20,40,60,3000,8
2685,2685,C2686,20,0,12,8,0,0,0,0,0,0,0,0,0,-16,0,40,24,1000,14
2686,2686,C2687,34,5,3,26,2,0,3,2,3,0,1,1,1,-6.470588235,20,32,45.52941176,2000,14
2687,2687,C2688,34,7,3,24,6,0,1,3,2,2,7,7,7,-4.705882353,20,37.14285714,52.43697479,2500,10
2688,2688,C2689,34,1,26,7,0,1,0,0,1,0,1,1,1,-16.76470588,10,40,33.23529412,1500,14
2689,2689,C2690,17,7,2,8,0,4,3,3,2,2,7,7,7,1.176470588,14.28571429,37.14285714,52.60504202,2500,10
2690,2690,C2691,4,1,0,3,0,1,0,0,1,0,1,1,1,-2.5,10,40,47.5,2000,12
2691,2691,C2692,31,12,8,11,12,0,0,12,0,0,6,10,10,-0.967741935,20,20,39.03225806,1500,14
2692,2692,C2693,44,13,16,15,8,0,5,0,0,13,12,13,13,-4.772727273,20,60,75.22727273,3500,8
2693,2693,C2694,35,24,10,1,4,9,11,6,11,7,20,23,23,7.714285714,16.25,40.83333333,64.79761905,3000,8
2694,2694,C2695,49,42,2,5,26,5,11,20,8,14,7,22,42,15.30612245,18.80952381,37.14285714,71.2585034,3500,8
2695,2695,C2696,31,29,0,2,27,2,0,27,1,1,2,22,25,18.06451613,19.31034483,22.06896552,59.44382647,2500,8
2696,2696,C2697,28,2,12,14,0,0,2,1,1,0,0,0,1,-12.14285714,20,30,37.85714286,1500,14
2697,2697,C2698,22,17,3,2,3,5,9,12,2,3,1,1,3,11.81818182,17.05882353,29.41176471,58.28877005,2500,8
2698,2698,C2699,6,4,0,2,3,1,0,1,3,0,1,2,2,10,17.5,35,62.5,3000,8
2699,2699,C2700,29,18,9,2,15,0,3,9,0,9,12,13,18,5.517241379,20,40,65.51724138,3000,8
2700,2700,C2701,39,0,8,31,0,0,0,0,0,0,0,0,0,-12.05128205,0,40,27.94871795,1000,14
2701,2701,C2702,48,21,16,11,5,8,8,2,4,15,5,14,14,-0.208333333,16.19047619,52.38095238,68.36309524,3000,8
2702,2702,C2703,4,2,0,2,0,2,0,0,1,1,1,1,2,5,10,50,65,3000,8
2703,2703,C2704,6,3,0,3,2,1,0,1,2,0,0,0,1,5,16.66666667,33.33333333,55,2500,10
2704,2704,C2705,31,17,11,3,7,1,9,12,4,1,11,16,17,2.903225806,19.41176471,27.05882353,49.37381404,2000,12
2705,2705,C2706,46,32,11,3,31,1,0,26,4,2,17,20,24,8.47826087,19.6875,25,53.16576087,2500,10
2706,2706,C2707,45,9,24,12,2,6,1,6,2,1,9,9,9,-9.333333333,13.33333333,28.88888889,32.88888889,1500,14
2707,2707,C2708,9,7,0,2,1,6,0,2,0,5,4,6,7,13.33333333,11.42857143,48.57142857,73.33333333,3500,8
2708,2708,C2709,36,23,11,2,3,10,10,23,0,0,3,9,17,6.111111111,15.65217391,20,41.76328502,2000,14
2709,2709,C2710,48,23,11,14,13,10,0,7,6,10,20,21,22,2.083333333,15.65217391,42.60869565,60.3442029,3000,8
2710,2710,C2711,45,32,7,6,5,17,10,22,8,2,24,28,31,9.777777778,14.6875,27.5,51.96527778,2500,12
2711,2711,C2712,25,10,9,6,9,0,1,9,1,0,8,9,10,-1.6,20,22,40.4,2000,14
2712,2712,C2713,26,4,4,18,1,3,0,0,0,4,1,1,2,-6.923076923,12.5,60,65.57692308,3000,8
2713,2713,C2714,41,29,4,8,8,17,4,28,0,1,2,19,26,10.24390244,14.13793103,21.37931034,45.76114382,2000,14
2714,2714,C2715,16,3,3,10,2,0,1,3,0,0,2,3,3,-6.25,20,20,33.75,1500,14
2715,2715,C2716,22,2,12,8,1,0,1,2,0,0,0,0,2,-12.72727273,20,20,27.27272727,1000,14
2716,2716,C2717,24,3,18,3,1,0,2,2,0,1,3,3,3,-13.75,20,33.33333333,39.58333333,1500,14
2717,2717,C2718,17,12,1,4,11,0,1,12,0,0,10,10,12,10.58823529,20,20,50.58823529,2500,12
2718,2718,C2719,3,2,0,1,0,0,2,0,0,2,2,2,2,10,20,60,90,4500,8
2719,2719,C2720,44,41,1,2,41,0,0,31,10,0,4,26,27,17.72727273,20,24.87804878,62.60532151,3000,8
2720,2720,C2721,36,19,7,10,19,0,0,5,14,0,2,5,6,3.888888889,20,34.73684211,58.62573099,2500,8
2721,2721,C2722,46,22,19,5,12,8,2,18,4,0,3,10,18,0.217391304,16.36363636,23.63636364,40.2173913,2000,14
2722,2722,C2723,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,23.63636364,13.63636364,500,14
2723,2723,C2724,33,4,13,16,3,1,0,3,1,0,0,2,2,-10.3030303,17.5,25,32.1969697,1500,14
2724,2724,C2725,35,3,11,21,2,0,1,3,0,0,3,3,3,-10.57142857,20,20,29.42857143,1000,14
2725,2725,C2726,45,2,24,19,1,0,1,2,0,0,0,1,2,-14,20,20,26,1000,14
2726,2726,C2727,2,1,0,1,0,1,0,0,1,0,1,1,1,5,10,40,55,2500,10
2727,2727,C2728,43,0,41,2,0,0,0,0,0,0,0,0,0,-19.53488372,0,40,20.46511628,1000,14
2728,2728,C2729,26,11,9,6,8,3,0,10,0,1,7,11,11,-0.769230769,17.27272727,23.63636364,40.13986014,2000,14
2729,2729,C2730,39,27,10,2,5,1,21,21,1,5,7,18,22,8.205128205,19.62962963,28.14814815,55.98290598,2500,10
2730,2730,C2731,9,3,5,1,1,2,0,0,0,3,3,3,3,-5.555555556,13.33333333,60,67.77777778,3000,8
2731,2731,C2732,2,1,0,1,1,0,0,1,0,0,0,1,1,5,20,20,45,2000,14
2732,2732,C2733,16,10,0,6,5,2,3,10,0,0,1,10,10,8.75,18,20,46.75,2000,14
2733,2733,C2734,2,0,0,2,0,0,0,0,0,0,0,0,0,-10,0,20,10,500,14
2734,2734,C2735,40,19,4,17,12,1,6,5,13,1,6,11,11,3.25,19.47368421,35.78947368,58.51315789,2500,8
2735,2735,C2736,22,15,0,7,6,5,4,0,8,7,6,14,14,10.45454545,16.66666667,49.33333333,76.45454545,3500,8
2736,2736,C2737,46,7,0,39,1,2,4,0,2,5,1,3,7,-5.434782609,17.14285714,54.28571429,65.99378882,3000,8
2737,2737,C2738,25,23,1,1,2,20,1,18,2,3,23,23,23,17.2,11.30434783,26.95652174,55.46086957,2500,10
2738,2738,C2739,48,32,5,11,9,15,8,27,1,4,30,32,32,8.958333333,15.3125,25.625,49.89583333,2000,12
2739,2739,C2740,16,14,1,1,8,5,1,3,4,7,10,14,14,15.625,16.42857143,45.71428571,77.76785714,3500,8
2740,2740,C2741,9,3,1,5,0,2,1,1,1,1,3,3,3,-1.111111111,13.33333333,40,52.22222222,2500,12
2741,2741,C2742,30,6,8,16,4,1,1,4,1,1,2,4,5,-6.666666667,18.33333333,30,41.66666667,2000,14
2742,2742,C2743,35,2,24,9,0,2,0,2,0,0,2,2,2,-15.14285714,10,20,14.85714286,500,14
2743,2743,C2744,34,19,13,2,18,0,1,4,2,13,13,16,17,2.941176471,20,49.47368421,72.41486068,3500,8
2744,2744,C2745,21,16,2,3,12,1,3,15,0,1,14,14,14,11.9047619,19.375,22.5,53.7797619,2500,10
2745,2745,C2746,20,13,4,3,12,0,1,8,3,2,7,11,13,7.5,20,30.76923077,58.26923077,2500,8
2746,2746,C2747,45,15,22,8,1,14,0,15,0,0,14,15,15,-4.888888889,10.66666667,20,25.77777778,1000,14
2747,2747,C2748,33,12,4,17,6,1,5,2,0,10,6,8,11,-0.303030303,19.16666667,53.33333333,72.1969697,3500,8
2748,2748,C2749,2,0,0,2,0,0,0,0,0,0,0,0,0,-10,0,53.33333333,43.33333333,2000,14
2749,2749,C2750,36,26,5,5,14,1,11,26,0,0,1,6,11,10.27777778,19.61538462,20,49.89316239,2000,12
2750,2750,C2751,36,14,12,10,6,0,8,8,3,3,14,14,14,-1.666666667,20,32.85714286,51.19047619,2500,12
2751,2751,C2752,44,32,5,7,31,0,1,12,10,10,15,17,30,10.68181818,20,38.75,69.43181818,3000,8
2752,2752,C2753,31,18,12,1,17,0,1,7,11,0,18,18,18,3.548387097,20,32.22222222,55.77060932,2500,10
2753,2753,C2754,31,14,9,8,0,0,14,3,6,5,2,10,10,0.64516129,20,42.85714286,63.50230415,3000,8
2754,2754,C2755,43,4,38,1,3,0,1,1,2,1,1,1,2,-16.04651163,20,40,43.95348837,2000,14
2755,2755,C2756,25,6,10,9,0,6,0,3,0,3,2,2,4,-6.8,10,40,43.2,2000,14
2756,2756,C2757,27,17,5,5,12,4,1,10,5,2,14,16,17,7.037037037,17.64705882,30.58823529,55.27233115,2500,10
2757,2757,C2758,44,10,1,33,7,3,0,7,2,1,3,7,9,-3.409090909,17,28,41.59090909,2000,14
2758,2758,C2759,34,24,9,1,23,0,1,15,8,1,13,21,22,8.529411765,20,28.33333333,56.8627451,2500,10
2759,2759,C2760,17,15,1,1,12,1,2,8,3,4,8,9,15,15.88235294,19.33333333,34.66666667,69.88235294,3000,8
2760,2760,C2761,21,12,6,3,3,0,9,11,0,1,4,11,12,4.285714286,20,23.33333333,47.61904762,2000,12
2761,2761,C2762,5,2,2,1,1,0,1,0,2,0,1,2,2,-2,20,40,58,2500,8
2762,2762,C2763,20,10,6,4,8,2,0,1,5,4,10,10,10,2,18,46,66,3000,8
2763,2763,C2764,31,23,2,6,16,7,0,17,1,5,2,4,15,11.61290323,16.95652174,29.56521739,58.13464236,2500,8
2764,2764,C2765,32,18,3,11,18,0,0,9,3,6,0,0,16,5.9375,20,36.66666667,62.60416667,3000,8
2765,2765,C2766,4,1,1,2,1,0,0,0,1,0,1,1,1,-5,20,40,55,2500,10
2766,2766,C2767,30,4,4,22,4,0,0,0,2,2,1,3,3,-7.333333333,20,50,62.66666667,3000,8
2767,2767,C2768,35,34,0,1,33,0,1,17,6,11,26,33,33,19.14285714,20,36.47058824,75.61344538,3500,8
2768,2768,C2769,31,18,5,8,5,2,11,9,2,7,14,14,15,5.806451613,18.88888889,37.77777778,62.47311828,3000,8
2769,2769,C2770,29,5,8,16,3,2,0,4,1,0,1,5,5,-7.586206897,16,24,32.4137931,1500,14
2770,2770,C2771,31,28,2,1,14,13,1,1,23,4,22,27,27,16.4516129,15.35714286,42.14285714,73.9516129,3500,8
2771,2771,C2772,32,8,13,11,0,0,8,7,0,1,5,6,6,-6.5625,20,25,38.4375,1500,14
2772,2772,C2773,22,18,1,3,9,8,1,8,0,10,3,6,6,14.09090909,15.55555556,42.22222222,71.86868687,3500,8
2773,2773,C2774,41,1,18,22,0,1,0,0,1,0,1,1,1,-13.65853659,10,40,36.34146341,1500,14
2774,2774,C2775,34,9,16,9,9,0,0,4,4,1,5,7,9,-6.764705882,20,33.33333333,46.56862745,2000,14
2775,2775,C2776,4,1,1,2,0,1,0,1,0,0,1,1,1,-5,10,20,25,1000,14
2776,2776,C2777,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,20,10,500,14
2777,2777,C2778,5,3,1,1,1,2,0,1,1,1,2,2,3,6,13.33333333,40,59.33333333,2500,8
2778,2778,C2779,27,0,26,1,0,0,0,0,0,0,0,0,0,-19.62962963,0,40,20.37037037,1000,14
2779,2779,C2780,31,12,18,1,10,1,1,6,6,0,1,8,8,-4.193548387,19.16666667,30,44.97311828,2000,14
2780,2780,C2781,21,7,0,14,5,0,2,0,6,1,5,5,5,0,20,42.85714286,62.85714286,3000,8
2781,2781,C2782,20,10,1,9,1,4,5,1,2,7,1,6,9,4.5,16,52,72.5,3500,8
2782,2782,C2783,28,6,10,12,3,2,1,3,1,2,3,3,3,-7.142857143,16.66666667,36.66666667,46.19047619,2000,14
2783,2783,C2784,4,1,0,3,1,0,0,1,0,0,1,1,1,-2.5,20,20,37.5,1500,14
2784,2784,C2785,26,9,11,6,7,2,0,7,2,0,9,9,9,-3.846153846,17.77777778,24.44444444,38.37606838,1500,14
2785,2785,C2786,43,11,10,22,8,1,2,4,0,7,8,8,9,-4.651162791,19.09090909,45.45454545,59.89429175,2500,8
2786,2786,C2787,33,22,2,9,21,1,0,3,5,14,21,21,22,9.393939394,19.54545455,50,78.93939394,3500,8
2787,2787,C2788,39,35,1,3,32,1,2,17,6,12,11,12,27,16.66666667,19.71428571,37.14285714,73.52380952,3500,8
2788,2788,C2789,35,26,5,4,7,4,15,18,0,8,16,17,22,10.85714286,18.46153846,32.30769231,61.62637363,3000,8
2789,2789,C2790,45,4,4,37,4,0,0,1,1,2,2,4,4,-8.222222222,20,45,56.77777778,2500,10
2790,2790,C2791,40,2,3,35,0,0,2,1,0,1,0,2,2,-9.25,20,40,50.75,2500,12
2791,2791,C2792,32,5,16,11,5,0,0,3,1,1,1,2,3,-10.3125,20,32,41.6875,2000,14
2792,2792,C2793,5,0,3,2,0,0,0,0,0,0,0,0,0,-16,0,32,16,500,14
2793,2793,C2794,31,28,2,1,8,9,11,11,2,15,7,11,17,16.4516129,16.78571429,42.85714286,76.09447005,3500,8
2794,2794,C2795,43,33,4,6,1,3,29,6,7,20,6,11,30,12.09302326,19.09090909,48.48484848,79.66878083,3500,8
2795,2795,C2796,21,16,3,2,6,1,9,0,15,1,3,4,9,11.42857143,19.375,41.25,72.05357143,3500,8
2796,2796,C2797,17,13,2,2,0,3,10,4,6,3,8,10,13,11.76470588,17.69230769,38.46153846,67.91855204,3000,8
2797,2797,C2798,45,3,38,4,3,0,0,1,1,1,3,3,3,-16.44444444,20,40,43.55555556,2000,14
2798,2798,C2799,10,4,0,6,3,1,0,1,2,1,3,4,4,2,17.5,40,59.5,2500,8
2799,2799,C2800,12,10,1,1,1,5,4,4,2,4,4,6,6,14.16666667,15,40,69.16666667,3000,8
2800,2800,C2801,10,4,4,2,3,0,1,2,2,0,2,2,3,-2,20,30,48,2000,12
2801,2801,C2802,21,0,5,16,0,0,0,0,0,0,0,0,0,-12.38095238,0,30,17.61904762,500,14
2802,2802,C2803,4,1,2,1,1,0,0,0,0,1,0,1,1,-7.5,20,60,72.5,3500,8
2803,2803,C2804,35,31,3,1,25,3,3,15,1,15,21,23,23,15.71428571,19.03225806,40,74.74654378,3500,8
2804,2804,C2805,29,14,12,3,1,8,5,10,2,2,13,13,14,0.344827586,14.28571429,28.57142857,43.20197044,2000,14
2805,2805,C2806,48,46,0,2,26,19,1,24,11,11,13,38,43,18.75,15.86956522,34.34782609,68.9673913,3000,8
2806,2806,C2807,38,18,17,3,0,4,14,8,3,7,8,17,18,-0.263157895,17.77777778,38.88888889,56.40350877,2500,10
2807,2807,C2808,6,5,0,1,3,0,2,5,0,0,4,4,4,15,20,20,55,2500,10
2808,2808,C2809,12,4,1,7,2,2,0,0,1,3,2,4,4,-0.833333333,15,55,69.16666667,3000,8
2809,2809,C2810,30,10,5,15,4,1,5,10,0,0,10,10,10,-1.666666667,19,20,37.33333333,1500,14
2810,2810,C2811,5,2,1,2,1,1,0,0,1,1,0,2,2,0,15,50,65,3000,8
2811,2811,C2812,22,9,7,6,8,1,0,5,3,1,4,4,5,-0.909090909,18.88888889,31.11111111,49.09090909,2000,12
2812,2812,C2813,35,30,2,3,18,3,9,10,14,6,25,30,30,15.14285714,19,37.33333333,71.47619048,3500,8
2813,2813,C2814,10,5,1,4,0,4,1,2,3,0,0,2,3,4,12,32,48,2000,12
2814,2814,C2815,47,38,6,3,2,4,32,11,19,8,34,34,35,12.9787234,18.94736842,38.42105263,70.34714446,3500,8
2815,2815,C2816,26,20,2,4,6,4,10,12,7,1,6,14,15,12.30769231,18,29,59.30769231,2500,8
2816,2816,C2817,47,20,10,17,0,14,6,10,10,0,10,13,20,0.638297872,13,30,43.63829787,2000,14
2817,2817,C2818,9,6,0,3,6,0,0,6,0,0,5,5,5,10,20,20,50,2500,12
2818,2818,C2819,20,9,8,3,9,0,0,3,3,3,7,8,8,-0.5,20,40,59.5,2500,8
2819,2819,C2820,39,23,8,8,8,14,1,11,5,7,13,20,23,5.641025641,13.91304348,36.52173913,56.07580825,2500,10
2820,2820,C2821,47,7,31,9,4,1,2,7,0,0,1,2,5,-12.12765957,18.57142857,20,26.443769,1000,14
2821,2821,C2822,30,14,4,12,1,13,0,1,0,13,7,14,14,2.666666667,10.71428571,57.14285714,70.52380952,3500,8
2822,2822,C2823,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,57.14285714,47.14285714,2000,14
2823,2823,C2824,16,1,1,14,1,0,0,1,0,0,0,1,1,-8.75,20,20,31.25,1500,14
2824,2824,C2825,25,9,15,1,8,1,0,9,0,0,8,8,8,-5.2,18.88888889,20,33.68888889,1500,14
2825,2825,C2826,22,3,2,17,0,2,1,2,0,1,2,3,3,-6.818181818,13.33333333,33.33333333,39.84848485,1500,14
2826,2826,C2827,36,13,22,1,8,3,2,9,1,3,5,8,8,-5.277777778,17.69230769,30.76923077,43.18376068,2000,14
2827,2827,C2828,20,13,3,4,0,11,2,7,0,6,6,13,13,8,11.53846154,38.46153846,58,2500,8
2828,2828,C2829,5,0,0,5,0,0,0,0,0,0,0,0,0,-10,0,38.46153846,28.46153846,1000,14
2829,2829,C2830,6,2,2,2,2,0,0,1,0,1,0,0,1,-3.333333333,20,40,56.66666667,2500,10
2830,2830,C2831,20,4,12,4,4,0,0,2,0,2,4,4,4,-10,20,40,50,2500,12
